id,type
8851--e4b232d4-716d-4b7a-830d-e02119b2646d.jpg,EXTERIOR
bbf353bd-c8f9-4c35-bbeb-c9d5971725f8.jpg,EXTERIOR
8856--537219d9-5acd-4d3c-ab0e-7d21531e9f96.jpg,HALL
5f434696-682e-4868-899d-02da533c2153.jpg,KITCHEN_RECEPTION
d4271d52-d0ac-451e-8a61-ac93cb6386ed.jpg,KITCHEN_RECEPTION
332dc892-d112-43f7-81f7-ef8750b2c17e.jpg,KITCHEN_RECEPTION
2f1ffab3-4c44-4879-81fa-28b371812ee9.jpg,MASTER_BEDROOM
35af5123-b6b8-4ef9-bc43-1b268c290973.jpg,MASTER_BEDROOM
8eaae991-8bc5-49ad-9822-2604f284c601.jpg,MASTER_BEDROOM
dec4b2b5-161c-4918-87ec-c33f86f5cdde.jpg,MASTER_ENSUITE
79a4b6f7-ef84-44e2-bc5d-65dea79a32a2.jpg,BEDROOM
16a412b7-a710-4773-85a3-12924aed53f4.jpg,BEDROOM
c91fe405-92e8-41a5-b5fb-cc21dd70f24f.jpg,STUDY
4a10263b-5eb1-433e-a901-f76d0a31f144.jpg,BATHROOM
8833--ec991813-f7b4-4de0-859a-561d658a39a8.jpg,EXTERIOR
569cca31-4e1b-4cd8-a9be-2e05f0f23829.jpg,HALL
e1131a3b-3ad7-4219-97f7-4dedd9be68a4.jpg,KITCHEN
c2545223-65f6-48b2-86f3-1e65675b4ae9.jpg,KITCHEN
911988e0-ce3f-413f-b701-fef140b0736c.jpg,RECEPTION
a3aa8407-92bd-44a2-a50d-5c2d36d841b5.jpg,RECEPTION
f78a8449-286c-404e-a52d-2f747ac00252.jpg,RECEPTION
6a7ceb28-18dc-40b0-bf66-5fc64f2e1d03.jpg,BATHROOM
2aeca0d1-8a7a-4cf0-acc4-0717f0ccc7e7.jpg,GARDEN
8835--cea4be48-1c45-4b19-8378-e3f88a255325.jpg,GARDEN
c0b83317-4091-465c-9934-432007ca4e53.jpg,HALL
4b453e12-0f30-4b4b-b471-d756c9648f8d.jpg,HALL
6c367610-45d8-4232-be86-e20193dc2e43.jpg,MASTER_BEDROOM
dcfcccb2-8c75-45b0-8f37-76b5466fb387.jpg,MASTER_BEDROOM
13929817-4964-4f93-a7e5-df063f0f8414.jpg,MASTER_BEDROOM
fb9be928-9167-43f4-852c-9efc6692f381.jpg,ENSUITE
4c5ad818-f15b-48f3-96c9-2f080b1ab5bf.jpg,BALCONY
82c2e82a-0023-47d3-aa5c-428185f10628.jpg,BALCONY
5768a2cd-d087-4cf3-9d2b-abd62e70f340.jpg,BEDROOM
a0c48610-8288-47ec-989d-3805f246c059.jpg,BEDROOM
d49517de-d45e-488a-884b-ef84d5c9dc1b.jpg,BATHROOM
eb1f8aa7-bafa-4a5e-a227-4853771307b8.jpg,BEDROOM
8813--e68cf3b7-dbae-4f0d-b3fe-5ae61fe49901.jpg,EXTERIOR
8814--516d2aad-6f72-461c-b900-19705f409bb9.jpg,HALL
476b5459-cfe2-4359-aae9-63ed73e69bcc.jpg,RECEPTION
04a05c42-29aa-46e1-be53-60d7bb707b6a.jpg,RECEPTION
5bf34dbb-ceb7-423b-9054-1a16c30f8e86.jpg,RECEPTION
954655ea-5d1b-46b1-a0ec-42cd107c8087.jpg,KITCHEN
c8150890-691d-4083-96ef-c89415ec9e4d.jpg,KITCHEN
2997e1c5-5d17-4e32-b4cc-cd0bcc00a50b.jpg,GARDEN
f98bc818-5665-48ad-8afe-f482a5b506bf.jpg,HALL
aeee5513-fb31-49e4-9f84-90ccebcbc73f.jpg,MASTER_BEDROOM
8df7e847-c6ab-4450-a3e2-aa276557044f.jpg,BEDROOM
a5a7dfff-8041-41dc-b7db-2b6e72809847.jpg,BEDROOM
8812--8dca1e23-eb08-4110-b9b7-710937212bb1.jpg,BATHROOM
8777--5e0ffad6-4038-4e7b-bebf-e444167d0456.jpg,EXTERIOR
8779--ea9733e8-16c1-4846-b7dc-bf6086dce27f.jpg,STUDIO
ba0c99dc-4599-4121-953a-5ee70087e0f2.jpg,STUDIO
a05ec10a-f198-4cef-b8cd-bd48f6330730.jpg,STUDIO
30762057-266b-4d03-8dad-fe69aeef2947.jpg,STUDIO
6cefc7db-db61-4f61-896a-838083c628ea.jpg,STUDIO
a5800ad3-d5bd-46ad-9936-176cd90440d4.jpg,STUDIO
87026047-41d1-4b7f-9a8d-7b0c50db9d38.jpg,STUDIO
e793b356-d660-4a37-a8b0-aadcb99de3e7.jpg,STUDIO
e2c50cfd-b8ad-41d0-94f5-19d5c012cae3.jpg,STUDIO
7d0271c2-31de-471b-a6c0-59e195330865.jpg,ENSUITE
8774--ada6d812-7b31-45a7-b96b-6ef3d089e634.jpg,EXTERIOR
5c7bcc18-407a-4082-ac4c-dfe4838e46b9.jpg,STUDIO
bbc2bb23-423d-4df2-988f-d82376c1be6c.jpg,STUDIO
32904152-0309-4d7a-a851-555675722d50.jpg,STUDIO
30c79bfe-5872-445a-874a-8eee886c9f1f.jpg,STUDIO
93a1f7da-083b-4b86-b356-8e34b873b17d.jpg,STUDIO
0fa34c26-2f87-4b3e-929f-a6ca3fc8f2f5.jpg,STUDIO
5a7d542e-c038-455a-98a6-d7d7c818f398.jpg,STUDIO
8776--5493f4cd-1ad7-47a6-80c9-131c60330603.jpg,STUDIO
8775--28eec720-6e53-411a-bc2b-1beed190fc8f.jpg,BATHROOM
8764--ecea1378-0b92-4aba-9032-7b2cc7eb83d9.jpg,EXTERIOR
53fb266f-f89a-40cf-88f2-effeb5c2d12d.jpg,HALL
5e9b068a-5578-4873-858e-9e6060eadc3e.jpg,KITCHEN_RECEPTION
8766--a00cd3dd-1034-4903-8454-a3bf3dc89caf.jpg,KITCHEN_RECEPTION
f9182966-f107-4fa5-9d04-9fa043d0cc77.jpg,KITCHEN_RECEPTION
a96c58f7-4eca-44dd-ba02-1cb485cf933c.jpg,KITCHEN_RECEPTION
0ffb5073-9df4-4f4a-aeeb-429042a66db8.jpg,KITCHEN_RECEPTION
8770--b7484840-69ee-4d77-bca8-f73e357df6f2.jpg,BALCONY
8770--c14de38e-f819-480d-8cb7-4ffd854e0cbe.jpg,BALCONY
812c5665-1d82-48c4-b761-20233fbe6629.jpg,MASTER_BEDROOM
40d65905-dc16-49b5-9ce1-f27d011386d5.jpg,MASTER_ENSUITE
8769--9a789b5b-6d14-4be2-ac83-4342cd73e52d.jpg,BALCONY
8769--a36bca97-50a5-41f2-8bdc-8e924d110dea.jpg,BALCONY
8769--93501071-71eb-4185-97fd-3b94502cbda0.jpg,BALCONY
6352601a-19d5-4646-9bde-19f611f86924.jpg,BEDROOM
3859ddef-4456-4575-a916-2c9e0b77e1ac.jpg,BEDROOM
db9d1d46-ca96-47d7-8f2f-efbc5e40f31a.jpg,BEDROOM
ef08ef1f-2267-4684-b1da-0076aceb81a8.jpg,BATHROOM
8763--791501d4-1219-484a-8888-97eb3540787c.jpg,EXTERIOR
21d9109a-349e-4300-b40d-579a17715ded.jpg,HALL
a6afc083-70c1-4fd1-a587-176f790c5ad6.jpg,KITCHEN_RECEPTION
380cd363-6737-42cf-b684-07c17680bba0.jpg,KITCHEN_RECEPTION
a2707ee3-e255-4110-b28e-fe58da6cc54c.jpg,KITCHEN_RECEPTION
10e6241d-fbf0-4392-bf81-4241d52cd9b8.jpg,TERRACE
5c2ae5e9-5f99-4063-842c-447f850ef131.jpg,MASTER_BEDROOM
bfc868ce-8b03-40f9-996a-739b01c65f60.jpg,MASTER_BEDROOM
e6a7323c-5190-41af-a5b6-79846eeae493.jpg,TERRACE
4dc9046e-e2cd-4b3d-a1e1-9357e399a9f9.jpg,BEDROOM
59b7e128-23e4-453d-800b-4994ae18f4d9.jpg,BEDROOM
4ca8e055-7e6b-4a81-abc9-e44abb87fc17.jpg,BATHROOM
8753--dca107e8-0d17-4559-a5bf-f0b35a49c81b.jpg,EXTERIOR
4ee2efa9-f7d1-42c4-9922-872bba1720ed.jpg,HALL
588939ad-80cb-47be-a514-23b470a5f739.jpg,KITCHEN
2835feef-da03-43b0-879f-273ca03ebb0c.jpg,RECEPTION
b4dfc97e-135d-4a38-ad2b-9680953d8659.jpg,RECEPTION
e97122bf-1c25-402b-ba33-294443e33dd3.jpg,RECEPTION
10481fa6-de8e-4dbb-944a-5dd6aacb7871.jpg,RECEPTION
0d9d327e-e951-4937-84ba-435afcee58ea.jpg,RECEPTION
8751--fed88311-98cc-48ad-863e-7a88b9d297ae.jpg,BALCONY
8751--d8bfecf0-6bdb-45c8-8a28-29368e46fdfa.jpg,BALCONY
6d70b243-5c39-442e-bfb5-656de51749f6.jpg,BEDROOM
5ef01ad6-a3ef-4acd-be05-1d2763d990f2.jpg,BEDROOM
286c9a47-b8f9-4074-b566-1cc94eae954c.jpg,BATHROOM
8719--f232de17-d350-407d-b4aa-d4f77be5c96b.jpg,EXTERIOR
8713--3c6ae8ba-aa05-45a5-b611-c96e1dcac0bf.jpg,HALL
3f20235d-25dc-4023-8622-fc9611926006.jpg,KITCHEN_RECEPTION
04a753e3-99f6-4e05-b0e6-c7c223f5b94b.jpg,KITCHEN_RECEPTION
e561ace4-6eed-4926-afd8-e1fcde64d024.jpg,KITCHEN_RECEPTION
6a73875f-1a55-42fe-bcc7-2de20ee6151e.jpg,KITCHEN_RECEPTION
8720--12fa0145-9e31-4747-8cf5-0350518d8a5b.jpg,BALCONY
8720--bf6112d6-42bd-4bfd-8b72-db37e3d35fe4.jpg,BALCONY
c518b121-9455-4e3b-aeca-bb979c2e4f97.jpg,MASTER_BEDROOM
742b4fd8-1d5e-4982-a91a-8ba52f11ac17.jpg,MASTER_BEDROOM
1a8d5f56-abbb-404f-93dd-24c84099dcaf.jpg,ENSUITE
8721--44db7846-0fa5-4294-b099-ec1c47d6cd0f.jpg,BALCONY
eb3c6d58-81ad-4eaa-89b7-f64d652f79ff.jpg,BEDROOM
7d8b8f69-3063-44f6-9ee1-a530ec1037ed.jpg,BEDROOM
7ed946e5-e742-4662-9a67-dc6b65124723.jpg,BATHROOM
8708--acf8d597-e118-44d1-af76-22ed7e4a9693.jpg,EXTERIOR
ec37e6b9-559f-4f35-9ba6-be2478829ffe.jpg,KITCHEN_RECEPTION
fdac9f91-4627-49d5-84e9-61da7a85d6f7.jpg,KITCHEN_RECEPTION
12fb5616-8c34-4252-bd41-0fb81bb01fc1.jpg,KITCHEN_RECEPTION
f3ca2f97-9cf8-4f0e-bba3-eeef0ba697fe.jpg,KITCHEN_RECEPTION
b4c52a8f-bdba-47ed-984a-6ca6ac334648.jpg,KITCHEN_RECEPTION
8711--2576f0de-d738-4297-b0b9-3eb967fd2baa.jpg,BALCONY
8711--ef458253-5cda-4a92-b114-1b7191ed0037.jpg,BALCONY
582e09e1-d082-4113-bf81-6f7838cd4c9e.jpg,BEDROOM
75983dc8-9099-46cb-9cac-3d80815af4c7.jpg,BEDROOM
422ccea8-353e-4be1-814f-2a4357a58552.jpg,BATHROOM
a446ed14-f25a-454e-8926-326058a3ae21.jpg,HALL
7ee79b74-b056-4aeb-ab8a-5807c582ff1f.jpg,HALL
ca219245-2d7e-4fb2-bf70-f4bab8fa01af.jpg,RECEPTION
951a186d-b7e4-4fc2-a5b5-e9aa07eae21e.jpg,RECEPTION
672dba28-3648-4901-810d-ccd76ca84e10.jpg,KITCHEN
ac2f7b34-609a-4b9a-9525-257fed5cf432.jpg,W_C
2b3883fd-7102-4096-8064-a18a2a4f8f3f.jpg,HALL
f930316b-9329-43a1-a273-410207abea91.jpg,BEDROOM
aadf05f4-ca2a-4493-8744-8928b2d50e53.jpg,BEDROOM
34000eac-be52-4a4d-aab6-3e73fc3ffd5c.jpg,BEDROOM
41429e71-b82d-439f-a06a-018411dfdb54.jpg,BATHROOM
8700--89053b68-1050-4db0-956d-e19e9fc16dd0.jpg,EXTERIOR
8699--43845bdd-f828-41cc-9524-1377ca64e7ad.jpg,STUDIO
8699--25616a8a-122e-4b48-bdb4-98693e756484.jpg,STUDIO
6e65c655-e3cb-456d-b25c-451d28d70e56.jpg,STUDIO
61db4809-6f02-406d-835e-b5e017accb79.jpg,STUDIO
222ad7d2-514b-4a52-ab33-0efef736f354.jpg,STUDIO
7bb8ed5f-540d-42f0-b0f4-4df85d4f4267.jpg,STUDIO
3de8a59f-9fe9-49d4-bd0d-8e863854b269.jpg,STUDIO
